endTime,artistName,trackName,msPlayed
2021-02-05 13:03,Sarcastic Sounds,change ur mind,146285
2021-02-05 13:06,Foster,fools (can't help falling in love) (feat. Sody),165029
2021-02-05 13:09,Rihanna,Desperado,186466
2021-02-05 13:15,Addison Grace,Honeysuckle,223962
2021-02-05 13:19,Rence,Endless,206132
2021-02-05 13:21,Fousheé,Deep End,141223
2021-02-05 13:23,Why Don't We,Love Song,151599
2021-02-05 13:27,Olivia O'Brien,Better Than Feeling Lonely,194000
2021-02-05 13:30,Curtis Waters,Doodoodoo,173638
2021-02-05 13:33,Bailey Bryan,play w/ me,183186
2021-02-05 13:36,Billie Eilish,Therefore I Am,174321
2021-02-05 13:41,Emilee,i love you baby,214000
2021-02-05 13:48,Dua Lipa,Levitating (feat. DaBaby),203064
2021-02-05 13:51,Boys World,Wingman,207844
2021-02-05 13:55,PUBLIC,Make You Mine,232906
2021-02-05 14:00,blackbear,cheers (with Wiz Khalifa),201009
2021-02-05 14:02,carolesdaughter,Violent,135877
2021-02-05 14:06,Olivia Rodrigo,drivers license,242013
2021-02-05 14:10,The Neighbourhood,Sweater Weather,240400
2021-02-07 10:47,Foster,fools (can't help falling in love) (feat. Sody),165029
2021-02-07 10:51,Joshua Bassett,Only a Matter of Time,194093
2021-02-07 10:55,The Neighbourhood,Sweater Weather,240400
2021-02-07 10:58,Betty Who,I Love You Always Forever,222957
2021-02-07 11:03,Olivia Rodrigo,drivers license,242013
2021-02-07 11:06,Avenue Beat,WOMAN,164166
2021-02-07 11:10,Kardinal Offishall,Dangerous,246053
2021-02-07 11:12,Zoe Clark,Last One Standing,137120
2021-02-07 11:17,Ant Saunders,Yellow Hearts (feat. Audrey Mika),180672
2021-02-07 11:20,Clairo,Sofia,188386
2021-02-07 11:23,Black Eyed Peas,Pump It,213066
2021-02-07 11:26,Surf Mesa,ily (i love you baby) (feat. Emilee),176546
2021-02-07 11:30,Boys World,Wingman,207844
2021-02-07 13:54,Ariana Grande,pov,136659
2021-02-12 10:18,Ariana Grande,pov,15850
2021-02-12 10:19,Zoe Wees,Girls Like Us,4560
2021-02-12 10:22,Dua Lipa,We're Good,167534
2021-02-12 10:25,The Weeknd,Save Your Tears,215426
2021-02-12 10:28,Ofenbach,Head Shoulders Knees & Toes (feat. Norma Jean Martine),156960
2021-02-12 10:40,Dermot Kennedy,Giants,76941
2021-02-12 10:43,Chloe Lilac,High School,204706
2021-02-12 11:05,MEDUZA,Piece Of Your Heart - Alok Remix,145543
2021-02-13 08:23,Ingrid Michaelson,Keep Breathing,19600
2021-02-13 08:26,Miley Cyrus,Prisoner (feat. Dua Lipa),169333
2021-02-13 08:30,The Kid LAROI,WITHOUT YOU,161384
2021-02-13 08:33,Giveon,Heartbreak Anniversary,198370
2021-02-13 08:36,Shawn Mendes,Monster (Shawn Mendes & Justin Bieber),178994
2021-02-13 08:40,SZA,Good Days,279204
2021-02-13 08:45,Sabrina Carpenter,Skin,177500
2021-02-13 08:48,Taylor Swift,willow,214706
2021-02-13 08:51,Tate McRae,you broke me first,169265
2021-02-13 08:55,KAROL G,LOCATION,265240
2021-02-13 09:00,Internet Money,Lemonade,195428
2021-02-13 09:02,Saweetie,Best Friend (feat. Doja Cat),155883
2021-02-13 09:05,Lil Nas X,HOLIDAY,154997
2021-02-13 09:08,Billie Eilish,Lo Vas A Olvidar (with ROSALÍA),203464
2021-02-13 09:09,CJ,Whoopty,52135
2021-02-13 09:13,Sara Kays,Remember That Night?,163420
2021-02-13 09:14,Sara Kays,Remember That Night?,64006
2021-02-13 09:18,Glass Animals,Heat Waves,238805
2021-02-13 09:21,Travis Scott,Goosebumps - Remix,162802
2021-02-13 09:24,Tiësto,The Business,164000
2021-02-13 09:28,Black Eyed Peas,GIRL LIKE ME,222522
2021-02-13 09:32,Myke Towers,Bandido,232853
2021-02-13 09:34,24kGoldn,Mood (feat. iann dior),140525
2021-02-13 09:38,Drake,Laugh Now Cry Later (feat. Lil Durk),261492
2021-02-13 09:43,The Weeknd,Save Your Tears,215626
2021-02-13 09:45,carolesdaughter,Violent,135877
2021-02-13 09:48,Ava Max,My Head & My Heart,174760
2021-02-13 10:04,Ariana Grande,positions,172324
2021-02-13 10:08,Olivia Rodrigo,drivers license,13300
2021-02-13 10:08,Olivia Rodrigo,drivers license,2320
2021-02-13 10:08,Pink Sweat$,At My Worst,170344
2021-02-13 10:08,Dua Lipa,Levitating (feat. DaBaby),2060
2021-02-13 10:11,Dua Lipa,Levitating (feat. DaBaby),219694
2021-02-13 10:13,The Kid LAROI,SO DONE,126521
2021-02-13 10:16,Cardi B,Up,156944
2021-02-13 10:20,ATB,Your Love (9PM),150052
2021-02-13 10:22,Justin Bieber,Lonely (with benny blanco),149297
2021-02-13 10:24,JESSIA,I'm not Pretty,118400
2021-02-13 10:27,Bad Bunny,DÁKITI,205090
2021-02-13 10:30,Dua Lipa,We're Good,165506
2021-02-13 10:31,Doja Cat,Streets,1766
2021-02-13 11:09,Doja Cat,Streets,225258
2021-02-13 11:12,Justin Bieber,Anyone,190779
2021-02-13 11:15,Billie Eilish,Therefore I Am,174321
2021-02-13 11:17,Masked Wolf,Astronaut In The Ocean,132780
2021-02-13 11:21,Harry Styles,Golden,208906
2021-02-13 11:24,Selena Gomez,Baila Conmigo (with Rauw Alejandro),186087
2021-02-13 11:28,Lil Tjay,Calling My Phone,205458
2021-02-13 11:30,Pop Smoke,What You Know Bout Love,160000
2021-02-13 11:34,Jason Derulo,Lifestyle (feat. Adam Levine),153865
2021-02-13 11:37,MEDUZA,Paradise (feat. Dermot Kennedy),167903
2021-02-13 11:40,Ariana Grande,34+35,173710
2021-02-13 11:42,Machine Gun Kelly,my ex's best friend (with blackbear),139460
2021-02-13 11:45,BTS,Dynamite,199053
2021-02-13 11:57,benny blanco,You (with Marshmello & Vance Joy),169632
2021-02-13 12:00,Miley Cyrus,Prisoner (feat. Dua Lipa),169333
2021-02-13 12:03,The Kid LAROI,WITHOUT YOU,161384
2021-02-13 12:06,Giveon,Heartbreak Anniversary,198370
2021-02-13 12:09,Shawn Mendes,Monster (Shawn Mendes & Justin Bieber),178994
2021-02-13 12:13,Nafsica,Glitch,208000
2021-02-13 12:17,Nafsica,Glitch,208000
2021-02-13 12:20,Nafsica,Glitch,208000
2021-02-13 12:24,Nafsica,Glitch,208000
2021-02-13 12:25,Nafsica,Glitch,31204
2021-02-13 12:28,Hit-Boy,Broad Day,178058
2021-02-13 12:31,BJ The Chicago Kid,Letter 2 U,185037
2021-02-13 12:34,G Herbo,All Black,172966
2021-02-13 12:36,Polo G,Last Man Standing,128707
2021-02-13 12:40,Black Thought,Welcome To America (feat. C.S. Armstrong & Angela Hunte),176695
2021-02-13 12:41,KAROL G,LOCATION,41040
2021-02-13 12:44,Pink Sweat$,Heaven,169748
2021-02-13 12:47,Pink Sweat$,PINK CITY,187850
2021-02-13 12:47,Pink Sweat$,Icy,29471
2021-02-13 12:59,Dua Lipa,Be the One,21785
2021-02-13 13:04,Black Eyed Peas,My Humps,326960
2021-02-13 13:09,Robbie Williams,Advertising Space,277505
2021-02-13 13:13,Lil Wayne,A Milli,17684
2021-02-13 13:13,Jennifer Lopez,Waiting for Tonight,246506
2021-02-13 13:14,Vanilla Ice,Ice Ice Baby,87631
2021-02-13 13:15,Vanilla Ice,Ice Ice Baby,1250
2021-02-13 13:16,Justin Timberlake,SexyBack (feat. Timbaland),65258
2021-02-13 13:18,Sir Mix-A-Lot,Baby Got Back,143193
2021-02-13 15:05,Lil Tjay,Calling My Phone,48580
2021-02-13 15:09,Dua Lipa,Cool,209583
2021-02-13 15:11,Dua Lipa,Don't Start Now,51544
2021-02-13 15:13,Florida Georgia Line,Long Live,153253
2021-02-13 15:15,Kelly Rowland,Black Magic,14390
2021-02-13 15:15,Florida Georgia Line,Eyes Closed,103966
2021-02-13 15:15,Carrie Underwood,Softly And Tenderly,16360
2021-02-13 15:16,The Pretty Reckless,Rock And Roll Heaven,21080
2021-02-13 15:17,Haley Mae Campbell,Grey,40990
2021-02-13 16:00,Selena Gomez,Baila Conmigo (with Rauw Alejandro),17650
2021-02-13 16:02,Dua Lipa,We're Good,165506
2021-02-13 16:05,Sia,Floating Through Space,177800
2021-02-13 16:09,Ariana Grande,"34+35 Remix (feat. Doja Cat, Megan Thee Stallion) - Remix",182437
2021-02-13 16:10,Nipsey Hussle,What It Feels Like,28140
2021-02-13 16:10,Miley Cyrus,Prisoner (feat. Dua Lipa),32717
2021-02-13 16:14,Lady Gaga,Telephone,220626
2021-02-13 16:18,Kesha,Blow,219973
2021-02-13 16:21,Eve,Tambourine,192440
2021-02-13 16:27,Mobb Deep,"Shook Ones, Pt. II",325506
2021-02-13 16:31,Robbie Williams,She's Madonna,240400
2021-02-13 16:34,Baha Men,Who Let The Dogs Out,198400
2021-02-13 16:40,Black Eyed Peas,My Humps,326960
2021-02-13 16:43,Gwen Stefani,Wind It Up,189586
2021-02-13 16:46,Grandmastaz,Get Your Freak On,214000
2021-02-13 17:01,Beyoncé,Upgrade U (feat. Jay-Z),273053
2021-02-13 17:04,Sean Paul,Get Busy,211666
2021-02-13 17:08,Akon,I Wanna Love You,247066
2021-02-13 17:12,Daddy Yankee,Gasolina,192600
2021-02-13 17:17,2Pac,Hit 'em Up,256693
2021-02-13 17:22,Spice Girls,Viva Forever,310666
2021-02-13 17:27,Destiny's Child,Lose My Breath,242013
2021-02-13 17:31,MiMS,This Is Why I'm Hot,253706
2021-02-13 17:34,Kat Deluna,DROP IT LOW feat. FATMAN SCOOP,222080
2021-02-13 17:40,Ciara,Love Sex Magic (feat. Justin Timberlake),141244
2021-02-14 15:59,Ciara,Love Sex Magic (feat. Justin Timberlake),10920
2021-02-14 16:03,Rag'n'Bone Man,Human,12190
2021-02-14 16:03,Rag'n'Bone Man,Human,200186
2021-02-14 16:03,The Pussycat Dolls,When I Grow Up,16500
2021-02-14 16:03,Rag'n'Bone Man,Lay My Body Down,9773
2021-02-14 16:07,A Tribe Called Quest,Excursions,188490
2021-02-14 16:11,Kanye West,Love Lockdown,270866
2021-02-14 16:14,Thundercat,Funny Thing,116630
2021-02-14 16:17,Pop Smoke,Mood Swings (feat. Lil Tjay),213333
2021-02-14 16:21,Kesha,Cannibal,194253
2021-02-14 16:23,Sista Prod,Eyes Blue Like The Atlantic (feat. Subvrbs),154599
2021-02-14 16:26,LPB Poody,Address It,146688
2021-02-14 16:29,BLACKPINK,How You Like That,182956
2021-02-14 16:31,DripReport,Skechers,106000
2021-02-14 16:33,Doja Cat,Boss Bitch,134239
2021-02-14 16:36,Peach Tree Rascals,Mariposa,210000
2021-02-14 16:40,Conkarah,Banana (feat. Shaggy) - DJ FLe - Minisiren Remix,210328
2021-02-14 16:42,Popp Hunna,Adderall (Corvette Corvette),136224
2021-02-14 16:44,Millie B,M to the B,137743
2021-02-14 16:48,BROCKHAMPTON,SUGAR,204533
2021-02-14 16:51,DJ Chose,THICK,178834
2021-02-14 16:53,24kGoldn,CITY OF ANGELS,112493
2021-02-14 16:56,Ritt Momney,Put Your Records On,210463
2021-02-14 16:59,Labrinth,Still Don't Know My Name,153294
2021-02-14 17:02,SAINt JHN,Roses - Imanbek Remix,176867
2021-02-14 17:05,MEDUZA,Lose Control,168387
2021-02-14 17:06,Joji,Gimme Love,4070
2021-02-14 17:06,KBFR,Hood Baby,20792
2021-02-14 17:46,Doja Cat,Say So,48430
2021-02-15 13:35,Doja Cat,Say So,189716
2021-02-15 13:38,SALES,Renee,179125
2021-02-15 13:40,Ir Sais,Dream Girl - Remix,129099
2021-02-15 13:44,BTS,Dynamite,199053
2021-02-15 13:47,Sub Urban,Freak (feat. REI AMI),53696
2021-02-15 13:47,Millie B,M to the B,137743
2021-02-15 16:35,Sub Urban,Freak (feat. REI AMI),140334
2021-02-15 16:36,Cardi B,WAP (feat. Megan Thee Stallion),9530
2021-02-15 16:36,Sada Baby,Whole Lotta Choppas,20996
2021-02-15 16:36,Set It Off,I'll Sleep When I'm Dead,4460
2021-02-15 16:39,Surf Mesa,ily (i love you baby) (feat. Emilee),176546
2021-02-15 16:43,Lily Allen,Smile,196893
2021-02-15 16:45,salem ilese,Mad at Disney,136838
2021-02-15 16:49,Vedo,You Got It,201586
2021-02-15 16:51,Sista Prod,Eyes Blue Like The Atlantic (feat. Subvrbs),154398
2021-02-15 16:54,WhoHeem,Lets Link,159955
2021-02-15 16:56,KRYPTO9095,Woah (feat. D3Mstreet),123373
2021-02-15 16:57,BENEE,Supalonely,61878
2021-02-15 17:01,Charli XCX,SuperLove,193163
2021-02-15 17:04,Alina Baraz,Floating (feat. Khalid) [filous Remix],200865
2021-02-15 17:07,Y2K,Lalala,160626
2021-02-15 17:11,Ozuna,Caramelo,217240
2021-02-15 17:14,Dua Lipa,Be the One,202914
2021-02-15 17:17,Zedd,365,181899
2021-02-15 17:20,J Balvin,Amarillo,157733
2021-02-15 17:23,Clean Bandit,Tick Tock (feat. 24kGoldn),178373
2021-02-15 17:26,Marshmello,Be Kind (with Halsey),172761
2021-02-16 11:58,Calica,Superficial Love,30943
2021-02-17 16:14,Calica,Superficial Love,138818
2021-02-17 16:17,Tones And I,Fly Away,178156
2021-02-17 16:21,Sofía Reyes,R.I.P. (feat. Rita Ora & Anitta),187200
2021-02-17 16:25,Anne-Marie,Ciao Adios,199773
2021-02-17 16:28,Aly & AJ,Potential Breakup Song,200530
2021-02-17 16:36,Aly & AJ,Potential Breakup Song,19274
2021-02-17 16:39,GRACEY,Like That,166840
2021-02-17 16:42,Leah Kate,Fuck Up the Friendship,172757
2021-02-17 16:45,Topic,Breaking Me,166793
2021-02-17 16:48,Becky Hill,Better Off Without You (feat. Shift K3Y),198742
2021-02-17 16:51,Lady Gaga,Sour Candy (with BLACKPINK),157706
2021-02-17 16:57,Tiffany Alvord,How Would You Feel (Paean),270000
2021-02-17 17:00,Calvin Harris,Over Now (with The Weeknd),210795
2021-02-17 17:03,Nick Jonas,Until We Meet Again,197540
2021-02-17 17:06,Mae Muller,Flaws,169227
2021-02-17 17:10,Dua Lipa,"Swan Song - From the Motion Picture ""Alita: Battle Angel""",182074
2021-02-17 17:13,SHY Martin,Lose You Too,186463
2021-02-17 17:16,Meghan Trainor,Me Too,181240
2021-02-17 17:19,Mimi Webb,Before I Go,187815
2021-02-17 17:24,Sean Paul,No Lie,221176
2021-02-17 17:27,Clara Mae,Call Your Girlfriend,194809
2021-02-18 12:01,Marwa Loud,Bad boy,162794
2021-02-21 06:18,Sir Mix-A-Lot,Baby Got Back,119752
2021-02-21 06:21,50 Cent,P.I.M.P.,190767
2021-02-21 06:24,50 Cent,P.I.M.P.,58700
2021-02-21 06:25,Spice Girls,Viva Forever,30001
2021-02-21 06:27,Spice Girls,Viva Forever,120004
2021-02-21 06:33,Destiny's Child,Lose My Breath,18614
2021-02-21 06:33,Spice Girls,Viva Forever,306948
2021-02-21 06:33,Nelly Furtado,Say It Right,1000
2021-02-21 06:37,Nelly Furtado,Say It Right,210000
2021-02-21 06:44,Nelly Furtado,Say It Right,218120
2021-02-21 06:48,Ciara,Love Sex Magic (feat. Justin Timberlake),220426
2021-02-21 06:52,Rihanna,Umbrella - Radio Edit,257053
2021-02-21 06:56,Terror Squad,Lean Back,247426
2021-02-21 07:00,Ciara,Work (feat. Missy Elliott),245693
2021-02-21 07:03,Calvin Harris,Flashback,150013
2021-02-21 07:07,Beyoncé,Beautiful Liar,6934
2021-02-21 07:07,Calvin Harris,Flashback,147076
2021-02-21 07:07,House Of Pain,Jump Around,2815
2021-02-21 07:11,Nelly Furtado,Promiscuous,242293
2021-02-21 07:13,Mariah Carey,Touch My Body,86100
2021-02-21 18:22,Mariah Carey,Touch My Body,118634
2021-02-21 18:27,Diddy,I'll Be Missing You (feat. Faith Evans & 112) - 2014 Remaster,306560
2021-02-21 18:31,50 Cent,Just A Lil Bit,237706
2021-02-21 18:34,Akon,Lonely,150000
2021-02-21 18:38,Akon,Lonely,234281
2021-02-21 18:41,Madonna,4 Minutes (feat. Justin Timberlake & Timbaland),189693
2021-02-21 18:45,Jennifer Lopez,Let's Get Loud,239400
2021-02-21 18:47,Beyoncé,Naughty Girl,94202
2021-02-21 18:49,Usher,Yeah! (feat. Lil Jon & Ludacris),150001
2021-02-21 18:50,Justin Timberlake,My Love (feat. T.I.),20280
2021-02-21 18:50,Usher,Yeah! (feat. Lil Jon & Ludacris),3462
2021-02-21 18:50,Rihanna,SOS,4252
2021-02-21 18:50,Eve,Let Me Blow Ya Mind,1998
2021-02-21 18:50,Tiësto,The Business,2110
2021-02-21 18:50,Beyoncé,Sweet Dreams,10283
2021-02-21 18:52,Ariana Grande,test drive,122174
2021-02-21 18:53,Olivia Rodrigo,drivers license,16774
2021-02-21 18:56,Sam Fischer,What Other People Say,194890
2021-02-21 18:59,Little Mix,Sweet Melody,213693
2021-02-21 19:00,Maluma,Agua de Jamaica,30005
2021-02-21 19:08,Maluma,Agua de Jamaica,105921
2021-02-21 19:11,The Kid LAROI,SO DONE,126521
2021-02-21 19:11,Miley Cyrus,Prisoner (feat. Dua Lipa),6926
2021-02-21 19:14,The Weeknd,Save Your Tears,215626
2021-02-21 19:14,Ava Max,My Head & My Heart,8973
2021-02-21 19:17,Dua Lipa,We're Good,165506
2021-02-21 19:19,Jonas Blue,Something Stupid (feat. AWA),120002
2021-02-21 19:21,Jonas Blue,Something Stupid (feat. AWA),10905
2021-02-21 19:24,Boza,Hecha Pa' Mi,186133
2021-02-21 19:25,Purple Disco Machine,Fireworks (feat. Moss Kena & The Knocks),90016
2021-02-21 19:27,Purple Disco Machine,Fireworks (feat. Moss Kena & The Knocks),2317
2021-02-21 19:30,Duncan Laurence,Arcade,185146
2021-02-21 19:32,benny blanco,You (with Marshmello & Vance Joy),8487
2021-02-21 19:32,Sia,1+1,103786
2021-02-21 19:33,Jason Derulo,Lifestyle (feat. Adam Levine),60001
2021-02-21 19:34,Alan Walker,Fake A Smile,4133
2021-02-21 19:34,Jason Derulo,Lifestyle (feat. Adam Levine),8392
2021-02-21 19:34,Selena Gomez,Baila Conmigo (with Rauw Alejandro),32129
2021-02-21 19:35,JESSIA,I'm not Pretty,21318
2021-02-21 19:36,G-Eazy,Provide (feat. Chris Brown & Mark Morrison),82888
2021-02-21 19:38,P!nk,Cover Me In Sunshine,141050
2021-02-21 19:42,Picture This,Things Are Different,207096
2021-02-21 19:43,Nelly,Lil Bit,60002
2021-02-22 08:14,Nelly,Lil Bit,890
2021-02-22 10:00,Marwa Loud,Bad boy,185727
2021-02-22 10:04,Wallows,Are You Bored Yet? (feat. Clairo),178000
2021-02-22 10:08,Ed Sheeran,Perfect,263400
2021-02-22 10:11,Ashley Tisdale,Lemons,159000
2021-02-22 10:14,P!nk,Hurts 2B Human (feat. Khalid),202640
2021-02-22 10:18,NOTD,Cry Dancing,179396
2021-02-22 10:22,MARINA,About Love - From The Netflix Film “To All The Boys: P.S. I Still Love You”,214106
2021-02-22 10:25,J Balvin,Mi Gente,185040
2021-02-22 10:28,Sam Smith,Diamonds,213869
2021-02-22 10:33,girl in red,two queens in a king sized bed,190944
2021-02-22 10:36,Vicetone,Astronomia,198095
2021-02-22 10:39,Kim Petras,Icy,189803
2021-02-22 10:42,Purple Disco Machine,Hypnotized,195704
2021-02-22 10:46,Khalid,Up All Night,157220
2021-02-22 10:50,Drax Project,Catching Feelings (feat. SIX60),218854
2021-02-22 10:52,Becky G,MALA SANTA,173826
2021-02-22 10:55,5 Seconds of Summer,Old Me,186785
2021-02-22 11:07,Camilo,Vida de Rico,187426
2021-02-22 11:10,Why Don't We,Chills,165596
2021-02-22 11:12,Charli XCX,5 in the Morning,169596
2021-02-22 11:16,Lolo Zouaï,High Highs to Low Lows,234360
2021-02-22 11:21,Ritt Momney,Put Your Records On,210463
2021-02-22 11:24,Sam Smith,How Do You Sleep?,202204
2021-02-22 13:00,Macklemore,Glorious (feat. Skylar Grey),4342
2021-02-22 13:02,Ariana Grande,34+35,9242
2021-02-22 13:02,Maroon 5,Memories,16998
2021-02-22 16:17,Bruno Mars,That's What I Like,18691
2021-02-22 16:19,Sabrina Carpenter,"Let Me Move You - From the Netflix film ""Work It""",147070
2021-02-22 16:21,Just Juice,Smooth,137142
2021-02-22 16:25,Emily Burns,"I Love You, You're The Worst",174640
2021-02-22 16:28,Carlie Hanson,Daze Inn,158939
2021-02-22 16:30,Zara Larsson,Love Me Land,159810
2021-02-22 16:33,Chelsea Collins,Water Run Dry,164302
2021-02-22 16:36,Jason Derulo,Love Not War (The Tampa Beat),192921
2021-02-22 16:41,Charlotte Lawrence,Slow Motion,183849
2021-02-22 16:43,Manu Pilas,Bella Ciao - Música Original de la Serie la Casa de Papel/ Money Heist,139844
2021-02-22 16:47,Doja Cat,Say So,237893
2021-02-22 16:49,K/DA,THE BADDEST,162600
2021-02-22 16:53,Anna Clendening,Dead End,152511
2021-02-22 16:58,Coldplay,Paradise,278719
2021-02-22 17:01,Conkarah,Banana (feat. Shaggy) - DJ FLe - Minisiren Remix,210328
2021-02-22 17:05,Nicky Jam,Muévelo,194892
2021-02-22 17:09,BØRNS,Electric Love,218106
2021-02-22 17:12,Charlotte Lawrence,Joke's On You,184658
2021-02-22 17:14,Sista Prod,"Eyes Blue Like The Atlantic, Pt. 2 (feat. Powfu, Alec Benjamin & Rxseboy)",156187
2021-02-22 17:19,King Princess,1950,225133
2021-02-22 17:22,Jason Derulo,Take You Dancing,190306
2021-02-22 17:26,Nelly Furtado,Promiscuous,242293
2021-02-22 17:29,Lady Gaga,911,172133
2021-02-22 17:33,Olivia Dean,Ok Love You Bye,154386
2021-02-22 17:36,Justin Bieber,Holy (feat. Chance The Rapper),212093
2021-02-22 17:41,Black Eyed Peas,Where Is The Love?,272533
2021-02-23 05:43,Janelle Monáe,"Turntables (from the Amazon Original Movie ""All In: The Fight for Democracy"")",10689
2021-02-23 05:43,Nelly,Lil Bit,19595
2021-02-23 06:52,Sia,Hey Boy (feat. Burna Boy),22810
2021-02-23 06:54,NOT THE MAIN CHARACTERS,Murder Party,137975
2021-02-23 06:58,J $ENSEI,MOTHS,149798
2021-02-23 07:00,Paris Texas,HEAVY METAL,159652
2021-02-23 07:03,27Delly,Bubble Coat,188571
2021-02-23 07:07,maye,Yours,220887
2021-02-23 07:13,Quarters of Change,Down That Road,257619
2021-02-23 07:15,David Blank,I Am Here,171515
2021-02-23 07:37,Tae,Nostalgia,230000
2021-02-23 07:41,Nick Vyner,Mood Swing,185413
2021-02-23 07:45,T. G. Shand,The Ease,226179
2021-02-23 07:51,Headwaters,Filinta,409493
2021-02-23 07:56,Bea Anderson,Easy,210546
2021-02-23 07:58,BABii,SHADOW,155076
2021-02-23 08:01,Halo Kitsch,I Am in an Emotional Coma,181014
2021-02-23 09:42,Jack Wolff,Weigh it,325714
2021-02-24 12:17,Whookilledkenny,Finna Charge,119288
2021-02-27 11:47,DJ Snake,Loco Contigo (feat. J. Balvin & Tyga),7500
2021-02-27 13:27,DJ Snake,Loco Contigo (feat. J. Balvin & Tyga),158737
2021-02-27 13:30,Leah Nobel,"Beginning Middle End - From The Netflix Film ""To All The Boys: Always and Forever""",134915
2021-02-27 13:34,The Neighbourhood,Sweater Weather,240400
2021-02-27 13:36,JESSIA,I'm not Pretty,118400
2021-02-27 13:36,Duncan Laurence,Arcade,19619
2021-02-27 13:41,Kardinal Offishall,Dangerous,246053
2021-02-27 13:45,Conan Gray,Overdrive,183070
2021-02-27 13:48,Madison Beer,Blue,229881
2021-02-27 13:50,Nessa Barrett,la di die (feat. jxdn),80474
2021-02-28 06:17,The Weeknd,Save Your Tears,215626
2021-02-28 06:20,Travis Scott,Goosebumps - Remix,162802
2021-02-28 06:24,Olivia Rodrigo,drivers license,12153
2021-02-28 06:24,Dua Lipa,Levitating (feat. DaBaby),203064
2021-02-28 06:27,Ariana Grande,34+35,173710
2021-02-28 06:31,Doja Cat,Say So,237893
2021-02-28 06:41,Glass Animals,Heat Waves,238805
2021-02-28 06:44,Selena Gomez,Baila Conmigo (with Rauw Alejandro),186087
2021-02-28 06:48,Justin Bieber,Anyone,190779
2021-02-28 06:50,MEDUZA,Paradise (feat. Dermot Kennedy),167903
2021-02-28 06:55,Black Eyed Peas,GIRL LIKE ME,222522
2021-02-28 06:58,Miley Cyrus,Prisoner (feat. Dua Lipa),169333
2021-02-28 07:01,Shawn Mendes,Monster (Shawn Mendes & Justin Bieber),178994
2021-02-28 07:04,Ariana Grande,positions,172324
2021-02-28 07:09,Taylor Swift,willow,214706
2021-02-28 07:11,benny blanco,You (with Marshmello & Vance Joy),169632
2021-02-28 07:14,ATB,Your Love (9PM),150052
2021-02-28 07:16,JESSIA,I'm not Pretty,118400
2021-02-28 07:19,24kGoldn,Mood (feat. iann dior),140525
2021-02-28 07:21,Lil Nas X,HOLIDAY,154997
2021-02-28 07:24,Pink Sweat$,At My Worst,170344
2021-02-28 07:26,Machine Gun Kelly,my ex's best friend (with blackbear),139460
2021-02-28 07:29,Jason Derulo,Lifestyle (feat. Adam Levine),153865
2021-02-28 07:34,Myke Towers,Bandido,232853
2021-02-28 07:37,KAROL G,BICHOTA,178946
2021-02-28 07:40,BTS,Dynamite,199053
2021-02-28 07:42,The Kid LAROI,SO DONE,126521
2021-02-28 07:48,Drake,Laugh Now Cry Later (feat. Lil Durk),245886
2021-02-28 07:51,Harry Styles,Golden,208906
2021-02-28 07:54,Harry Styles,Watermelon Sugar,174000
2021-02-28 07:59,Harry Styles,Adore You,207133
2021-02-28 08:02,The Weeknd,Blinding Lights (with ROSALÍA) - Remix,216123
2021-02-28 08:05,Anitta,Loco,157323
2021-02-28 08:08,ZAYN,Vibez,163127
2021-02-28 08:11,Anitta,Me Gusta (with Cardi B & Myke Towers),180788
2021-02-28 08:14,Marshmello,OK Not To Be OK,159862
2021-02-28 08:18,Miley Cyrus,Midnight Sky,223279
2021-02-28 08:21,24kGoldn,"Mood (Remix) feat. Justin Bieber, J Balvin & iann dior",192745
2021-02-28 08:54,Maluma,Parce (feat. Justin Quiles),248345
2021-02-28 08:57,Lauren Jauregui,Lento (feat. Pabllo Vittar) [Brabo Remix],174988
2021-02-28 09:00,Lauren Jauregui,Lento (feat. Pabllo Vittar) [Brabo Remix],174988
2021-02-28 09:03,Curtis Waters,Doodoodoo,173638
2021-02-28 09:06,Sam Smith,My Oasis (feat. Burna Boy),179916
2021-02-28 09:10,Zara Larsson,Talk About Love (feat. Young Thug),199466
2021-02-28 09:13,Gwen Stefani,Let Me Reintroduce Myself,191837
2021-02-28 09:16,Maluma,Hawái - Remix,200481
2021-02-28 09:21,Bad Bunny,LA NOCHE DE ANOCHE,203200
2021-02-28 09:24,Maroon 5,Nobody's Love,211253
2021-02-28 09:27,Lady Gaga,Sour Candy (with BLACKPINK),157706
2021-02-28 09:30,Silk City,New Love (feat. Ellie Goulding),190680
2021-02-28 09:34,Robin Schulz,All We Got (feat. KIDDO),190218
2021-02-28 09:38,Clean Bandit,Higher (feat. iann dior),203953
2021-02-28 09:40,Major Lazer,Hell and High Water,145411
2021-02-28 09:44,J Balvin,UN DIA (ONE DAY) (Feat. Tainy),232253
2021-02-28 09:48,Charlie Puth,Hard On Yourself,160825
2021-02-28 09:50,Anitta,Tócame (feat. Arcangel & De La Ghetto),166264
2021-02-28 09:54,Shawn Mendes,Teach Me How To Love,202356
2021-02-28 09:57,Alesso,THE END,206308
2021-02-28 10:16,RAYE,Regardless,197573
2021-02-28 10:19,Bruno Martini,Bend The Knee,187402
2021-02-28 10:22,Marshmello,Be Kind (with Halsey),172761
2021-02-28 10:25,Zara Larsson,WOW (feat. Sabrina Carpenter) - Remix,179652
2021-02-28 10:29,Jason Derulo,Take You Dancing,190306
